genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
80,204,70,1,18,3,2,70
80,179,86,1,0,6,5,73
80,171,87,1,16,7,2,64
80,197,77,1,16,7,4,63
80,179,68,2,0,3,1,96
80,187,70,1,14,7,2,72
80,179,74,1,5,4,2,77
80,163,74,2,13,3,3,80
80,164,65,1,12,5,2,71
80,190,90,2,18,0,3,70
80,183,103,2,4,7,1,80
80,177,84,2,0,6,2,84
80,203,97,1,11,8,2,67
80,180,60,1,1,2,2,85
80,185,71,2,19,9,1,75
80,173,65,2,3,8,2,85
80,177,75,1,4,4,3,79
80,190,79,2,20,5,3,71
80,174,82,2,9,8,3,78
80,187,85,1,17,7,2,65
80,201,62,2,1,7,3,85
80,190,94,1,21,2,3,59
80,183,103,1,7,9,2,65
80,175,86,3,0,7,4,85
80,170,79,2,5,4,3,80
80,174,70,2,22,7,2,69
80,208,72,2,14,1,2,87
80,193,64,0,1,8,2,77
80,195,96,1,1,7,4,76
80,190,74,1,12,6,1,78
80,208,70,0,12,2,2,70
80,175,79,1,11,8,1,74
80,171,88,3,5,1,2,94
80,175,94,2,2,7,2,84
80,181,65,2,18,2,2,78
80,172,70,3,12,6,3,83
80,180,81,1,20,1,3,63
80,165,93,1,5,2,3,70
80,202,64,2,12,6,2,90
80,189,64,1,10,9,2,72
80,195,64,2,8,4,3,86
80,193,76,0,3,0,3,74
80,180,80,1,21,8,3,58
80,154,86,1,19,8,1,55
80,194,70,2,0,7,2,87
80,198,64,1,17,7,3,68
80,191,67,2,0,6,2,89
80,170,61,2,20,9,2,72
80,179,78,3,12,9,2,83
80,178,85,1,1,9,3,69
80,197,96,2,22,5,1,71
80,193,75,3,13,3,3,91
80,177,79,2,18,10,2,74
80,185,65,3,9,7,3,88
80,180,85,1,9,5,4,60
80,191,67,1,9,9,3,66
80,164,87,1,9,9,2,64
80,201,85,3,11,8,2,90
80,178,109,3,0,0,2,99
80,177,73,2,6,6,4,78
80,174,64,2,21,2,1,81
80,186,66,1,2,8,2,77
80,193,65,1,17,6,2,72
80,202,86,1,5,5,3,75
80,164,112,1,12,7,2,58
80,175,88,1,13,9,3,59
80,183,90,2,0,9,3,77
80,187,87,1,9,5,2,68
80,201,73,1,14,3,2,78
80,163,95,0,3,1,2,65
80,201,102,1,11,8,2,64
80,201,81,2,15,8,3,73
80,168,89,3,19,6,4,78
80,175,91,1,21,2,2,58
80,172,71,3,17,8,1,84
80,196,80,2,0,7,3,83
80,196,79,1,6,3,2,79
80,176,66,2,0,8,3,85
80,173,61,0,14,3,3,62
80,178,64,1,16,5,2,75
80,181,63,1,3,6,1,86
80,189,103,3,11,5,2,93
80,189,79,1,3,2,1,80
80,208,70,1,21,4,2,65
80,180,65,1,6,1,2,86
80,205,62,3,4,8,2,105
80,196,98,0,11,9,2,61
80,180,70,1,7,1,3,76
80,189,63,1,0,6,2,81
80,190,72,1,0,8,3,75
80,183,78,1,10,0,2,76
80,189,76,1,0,5,3,72
80,206,79,1,14,3,2,71
80,174,68,2,15,8,3,77
80,171,91,1,2,6,3,75
80,199,85,3,2,5,3,92
80,182,102,2,0,5,4,74
80,176,71,2,9,5,1,86
80,174,69,3,1,3,3,95
80,167,67,4,6,3,2,105
80,174,112,3,20,9,1,72
80,180,68,2,18,9,3,69
80,201,72,1,12,5,3,70
80,179,64,2,1,1,2,101
80,195,87,3,8,6,2,90
80,186,64,2,13,4,2,87
80,177,79,1,19,8,2,64
80,181,79,1,21,9,3,54
80,180,103,1,1,8,2,73
80,202,76,1,17,6,2,69
80,194,82,3,17,5,2,85
80,171,79,1,18,6,2,68
80,160,80,1,17,6,1,61
80,155,76,0,18,2,2,56
80,201,85,0,8,6,3,65
80,187,96,1,20,8,2,60
80,187,94,3,13,2,3,87
80,197,64,1,17,7,3,71
80,181,75,2,22,8,3,61
80,182,89,3,8,7,2,86
80,179,62,1,22,8,3,63
80,178,67,4,19,6,1,94
80,187,70,1,19,5,2,68
80,190,74,2,11,6,4,78
80,162,99,2,21,8,3,61
80,184,63,0,16,3,1,68
80,195,91,1,17,2,2,67
80,187,84,1,17,9,1,68
80,181,82,1,3,6,3,69
80,199,84,2,18,8,4,69
80,169,73,1,1,,4,70
80,185,101,2,11,7,2,72
80,182,99,1,22,3,4,57
80,181,60,2,9,4,4,80
80,195,101,1,0,4,2,78
80,168,83,2,15,2,3,76
80,177,68,1,8,9,3,68
80,190,87,3,21,6,4,71
80,203,74,2,16,9,2,72
80,206,76,1,2,6,2,83
80,178,86,3,19,3,3,80
80,167,103,2,18,9,2,61
80,202,99,1,7,3,2,74
80,183,93,2,2,9,3,85
80,196,74,3,9,7,3,87
80,186,112,1,18,7,2,63
80,163,85,2,6,5,2,85
80,181,70,2,5,1,1,98
80,165,69,3,16,5,2,83
80,189,107,0,8,3,2,65
80,176,69,2,10,7,1,82
80,196,82,1,9,6,4,65
80,175,79,2,22,7,1,75
80,199,85,1,6,7,3,76
80,178,68,2,4,6,3,82
80,210,73,1,3,8,2,77
80,194,92,3,21,7,2,80
80,190,72,2,1,0,2,92
80,191,87,3,6,3,4,86
80,176,79,1,8,0,2,81
80,167,81,2,5,3,2,86
80,163,98,2,6,7,2,77
80,179,81,1,8,9,2,67
80,186,91,1,0,8,5,69
80,185,82,3,9,5,1,91
80,188,76,1,7,6,3,77
80,195,71,3,0,7,1,99
80,167,89,1,12,4,4,58
80,194,65,1,1,8,3,80
80,212,87,1,5,8,2,74
80,203,79,2,14,6,2,76
80,190,87,2,1,9,2,84
80,193,85,2,16,9,3,72
80,197,72,2,18,4,4,78
80,177,67,3,1,8,3,97
80,174,93,3,20,2,1,80
80,164,84,3,1,8,1,99
80,175,62,2,17,9,3,68
80,180,72,1,11,10,2,65
80,180,86,1,0,8,3,76
80,176,88,2,3,9,2,86
80,190,93,1,16,7,3,63
80,173,76,1,0,6,2,77
80,195,99,0,2,9,2,64
80,173,105,2,9,2,1,86
80,201,64,2,17,5,5,67
80,180,68,1,22,3,2,69
80,173,63,2,7,4,3,87
80,202,65,1,5,4,1,87
80,166,77,1,1,8,3,68
80,190,64,3,0,8,3,93
80,182,62,1,0,8,2,79
80,200,87,0,17,9,2,57
80,192,66,3,20,4,3,89
80,186,65,2,19,9,1,72
80,188,72,1,19,5,3,61
80,174,86,3,5,5,3,87
80,172,77,1,0,0,2,86
80,210,78,3,7,6,3,92
80,183,88,1,0,10,2,74
80,188,81,1,11,7,4,68
80,175,77,0,5,7,2,64
80,178,95,1,4,9,1,73
80,183,82,2,0,2,4,91
80,169,75,1,14,6,1,73
80,200,101,2,20,9,2,74
80,164,91,1,17,4,2,62
80,195,81,0,1,7,2,73
80,161,64,3,0,6,2,95
80,180,71,2,8,8,4,78
80,169,72,1,18,6,3,66
80,187,83,2,16,4,3,73
80,195,71,3,17,5,1,95
80,161,72,1,16,9,3,54
80,205,68,1,11,4,2,76
80,190,85,2,11,4,1,89
80,173,99,1,20,8,2,59
80,169,64,1,2,7,3,74
80,184,72,1,13,4,2,76
80,200,92,1,20,8,2,60
80,208,85,1,14,9,2,68
80,208,89,2,0,2,1,96
80,180,95,3,0,5,2,100
80,180,106,1,20,9,3,50
80,200,96,2,2,7,3,81
80,184,81,0,10,6,3,61
80,175,67,3,10,6,1,92
80,167,85,1,16,6,3,64
80,184,74,3,0,2,3,97
80,200,85,3,15,6,2,87
80,204,73,2,19,1,3,81
80,170,73,1,8,8,1,77
80,202,83,2,20,9,2,70
80,163,76,1,5,6,2,75
80,199,78,2,0,9,2,84
80,180,63,2,1,2,2,92
80,184,85,2,14,5,3,73
80,168,102,2,16,2,3,68
80,170,93,1,0,9,2,75
80,167,93,2,7,4,1,79
80,179,79,1,16,6,1,67
80,182,84,2,15,8,2,72
80,181,75,1,9,9,2,71
80,172,61,2,16,8,2,78
80,179,67,1,0,6,2,82
80,180,86,2,0,9,1,87
80,206,87,0,18,7,3,56
80,159,103,1,1,5,1,76
80,186,65,0,13,5,3,64
80,181,86,3,10,1,3,89
80,182,78,2,4,9,2,83
80,193,80,1,20,8,3,62
80,188,82,1,18,3,3,65
80,187,85,1,9,4,4,73
80,173,74,1,17,9,2,60
80,187,84,2,0,6,3,87
80,204,74,1,11,4,2,74
80,170,61,2,17,8,3,74
80,197,76,3,11,9,2,90
80,160,62,2,9,8,2,76
80,182,61,3,11,3,4,91
80,176,70,2,17,9,2,72
80,191,90,1,2,0,2,82
80,173,84,2,1,8,3,80
80,184,76,1,1,6,2,78
80,183,100,0,15,8,2,56
80,169,76,1,21,6,3,59
80,176,62,1,16,4,3,68
80,163,78,2,20,2,3,68
80,171,72,2,0,6,1,86
80,173,109,1,0,6,3,69
80,191,76,2,16,8,2,71
80,180,75,0,6,9,3,59
80,160,100,3,1,4,3,89
80,176,84,2,4,10,4,69
80,176,74,0,14,1,1,70
80,183,73,1,2,2,3,84
80,170,71,1,20,5,3,58
80,200,67,1,10,10,2,71
80,198,84,2,10,5,1,85
80,171,82,1,21,5,1,69
80,191,74,2,8,7,2,87
80,184,98,1,15,3,2,66
80,214,93,0,0,6,3,67
80,193,96,1,8,6,3,72
80,203,92,1,19,8,4,58
80,179,86,2,13,4,1,79
80,184,87,2,10,9,3,73
80,178,66,4,19,6,2,90
80,185,83,1,18,3,2,69
80,177,71,2,7,8,4,73
80,192,67,2,10,7,4,73
80,169,96,1,20,3,2,64
80,181,86,1,11,6,2,72
80,205,68,2,0,2,1,105
80,185,69,1,11,9,2,68
80,175,60,0,11,0,3,68
80,185,90,3,16,2,3,81
80,171,110,1,0,5,2,71
80,188,89,3,19,4,2,82
80,185,80,3,2,7,2,95
80,178,71,1,8,7,4,70
80,178,64,1,16,9,3,56
80,165,92,1,7,9,2,66
80,195,65,3,13,9,2,89
80,187,71,1,18,9,3,62
80,163,94,2,6,3,4,72
80,176,88,3,20,9,2,75
80,183,82,1,12,8,3,67
80,192,75,2,6,5,4,80
80,184,64,1,12,6,2,73
80,181,87,3,18,7,2,77
80,178,104,2,6,9,1,81
80,195,97,1,10,1,2,78
80,189,95,2,16,7,2,79
80,173,65,1,15,7,3,64
80,183,86,3,15,5,3,85
80,182,65,0,6,1,2,73
80,180,65,2,0,7,3,87
80,188,88,1,1,9,3,71
80,192,76,2,1,5,1,92
80,188,64,1,18,1,1,81
80,171,98,2,17,9,1,67
80,209,90,2,15,2,3,76
80,184,87,1,16,2,2,72
80,198,88,1,12,7,3,67
80,196,70,1,0,8,2,84
80,184,99,1,20,2,3,66
80,197,96,2,21,1,3,78
80,173,82,2,5,8,1,81
80,170,62,1,1,5,2,86
80,174,92,2,15,9,4,63
80,161,92,1,9,8,3,65
80,180,94,1,3,5,3,73
80,168,77,2,20,9,2,72
80,189,73,2,12,5,2,81
80,192,62,1,3,8,2,82
80,191,96,3,18,7,3,74
80,170,72,3,9,5,2,88
80,174,97,1,20,5,2,62
80,187,77,1,15,9,3,64
80,191,71,1,9,5,2,79
80,176,64,2,22,6,1,73
80,176,92,2,10,7,4,70
80,185,89,1,11,8,2,68
80,194,85,2,16,6,4,73
80,189,76,1,1,4,3,80
80,176,90,2,4,10,3,78
80,184,75,2,10,10,1,79
80,178,89,2,17,5,3,68
80,184,66,1,5,3,3,80
80,184,87,2,13,8,4,69
80,190,67,1,11,6,1,71
80,185,65,1,19,2,2,74
80,182,86,2,14,7,3,73
80,195,88,1,15,9,3,66
80,184,68,1,19,6,4,62
80,195,73,1,0,0,3,82
80,207,97,2,2,9,2,87
80,197,74,1,5,7,4,76
80,185,86,3,14,5,2,87
80,200,71,4,3,8,4,97
80,173,86,3,18,8,1,80
80,171,81,0,5,10,2,60
80,187,75,3,6,1,4,93
80,204,99,2,6,6,2,87
80,190,75,1,16,0,1,71
80,186,66,2,15,5,3,79
80,187,107,2,4,10,5,70
80,181,87,2,13,9,3,75
80,186,62,2,0,4,2,96
80,200,83,2,1,8,1,92
80,194,82,2,13,7,4,74
80,188,81,1,9,8,2,71
80,173,76,2,8,3,4,77
80,175,88,2,11,5,3,76
80,166,70,3,5,0,3,95
80,179,99,1,17,6,1,69
80,178,86,3,11,3,3,91
80,203,64,2,1,3,1,100
80,176,81,1,12,6,2,67
80,196,91,1,2,3,2,85
80,174,63,2,6,7,2,88
80,208,77,3,21,6,2,82
80,168,102,1,4,9,2,69
80,182,66,2,0,1,2,95
80,179,82,1,12,5,3,63
80,171,69,3,3,2,3,96
80,181,86,2,9,9,1,76
80,196,73,1,0,9,1,81
80,198,65,3,8,6,2,91
80,184,87,2,20,9,2,72
80,172,76,1,0,5,2,77
80,178,71,2,11,6,1,83
80,171,80,2,13,7,4,65
80,199,62,2,1,1,3,93
80,194,97,1,0,6,3,73
80,193,80,1,15,2,1,78
80,179,82,1,5,6,3,75
80,170,68,1,3,6,3,77
80,161,101,2,3,3,3,75
80,179,66,2,5,4,2,86
80,181,71,1,8,0,3,77
80,168,107,3,17,10,4,69
80,184,87,3,0,2,2,99
80,191,81,1,0,1,2,85
80,189,70,1,20,7,1,65
80,191,95,3,10,8,1,91
80,177,77,3,9,1,2,91
80,189,95,1,17,7,1,63
80,184,70,2,13,8,3,71
80,192,88,1,8,1,3,79
80,185,83,2,10,6,1,82
80,182,82,3,1,8,1,94
80,174,68,1,9,8,1,73
80,189,60,2,2,8,2,92
80,179,92,2,12,9,1,81
80,172,88,1,20,6,3,57
80,195,88,2,17,3,2,75
80,198,80,1,1,8,3,74
80,187,71,1,7,4,2,81
80,175,81,1,4,8,3,70
80,196,97,2,11,9,2,74
80,155,80,1,20,7,1,60
80,171,93,2,0,8,2,81
80,184,90,2,13,8,2,74
80,177,95,2,11,6,3,73
80,165,63,0,13,6,2,63
80,189,71,2,17,8,2,76
80,182,88,1,1,9,2,71
80,174,80,2,17,1,3,76
80,169,81,0,20,5,2,53
80,164,89,2,0,8,3,79
80,179,89,2,2,3,3,81
80,180,80,1,0,4,3,75
80,169,90,2,11,6,4,66
80,178,74,2,9,6,3,75
80,178,84,1,19,2,3,64
80,166,68,1,20,9,4,58
80,189,64,1,22,6,4,59
80,193,79,3,19,3,1,92
80,169,86,2,11,9,4,70
80,184,110,2,4,5,1,84
80,183,84,1,0,2,3,78
80,173,73,1,0,7,2,74
80,187,95,1,12,9,3,65
80,181,68,2,13,0,3,83
80,173,108,2,2,4,3,75
80,169,78,2,15,4,3,77
80,172,93,3,3,2,2,100
80,175,68,3,4,9,3,90
80,183,69,1,0,5,3,75
80,164,75,3,0,8,2,92
80,204,81,2,12,5,4,78
80,193,65,1,21,0,2,67
80,177,80,1,2,5,1,82
80,190,70,3,3,6,2,96
80,165,83,1,2,9,2,75
80,193,97,1,2,9,2,71
80,180,87,1,6,1,3,75
80,183,106,1,6,6,3,67
80,187,86,2,0,6,3,80
80,184,102,2,19,10,2,72
80,172,78,3,8,7,3,85
80,195,87,2,20,7,4,70
80,178,87,1,4,4,2,81
80,160,74,1,0,6,1,79
80,199,79,2,22,7,2,79
80,165,63,1,21,6,1,68
80,173,67,2,14,6,4,69
80,169,111,1,19,9,3,48
80,209,107,2,11,8,3,71
80,194,103,2,2,7,3,76
80,174,82,0,8,6,1,67
80,184,76,3,11,7,2,87
80,191,70,1,16,7,1,72
80,179,72,1,12,9,3,67
80,174,64,2,0,7,2,89
80,173,71,1,17,1,3,70
80,179,85,3,14,6,1,87
80,179,66,2,21,5,2,73
80,201,93,2,0,5,2,93
80,189,91,1,10,9,2,65
80,186,62,1,20,7,3,64
80,186,93,2,18,8,2,74
80,203,80,3,19,5,3,84
80,174,79,3,7,7,3,85
80,179,71,1,18,9,4,54
80,192,78,1,12,7,3,71
80,175,74,3,15,0,3,84
80,177,91,2,8,1,2,89
80,204,73,1,13,8,2,73
80,187,62,2,13,8,2,79
80,200,62,2,10,9,2,76
80,164,72,2,16,4,3,71
80,208,101,2,5,9,4,76
80,195,85,3,8,8,4,80
80,187,92,1,19,5,2,68
80,177,72,4,7,1,4,98
80,162,90,2,11,9,2,74
80,173,63,2,21,3,3,77
80,199,62,0,18,4,4,59
80,194,96,1,4,1,2,79
80,181,89,2,,9,2,79
80,171,102,1,11,10,1,66
80,170,63,2,5,4,3,83
80,175,63,2,0,8,2,87
80,204,86,3,9,7,1,92
80,202,80,1,20,7,2,67
80,205,82,1,4,7,3,74
80,181,87,2,9,4,2,83
80,172,71,1,16,1,3,69
80,176,63,2,0,3,1,91
80,197,63,0,21,6,2,60
80,166,74,0,6,8,2,63
80,191,86,3,4,9,5,83
80,169,78,2,2,6,4,77
80,189,103,1,12,5,2,70
80,174,65,1,21,4,2,65
80,198,64,2,19,8,3,78
80,195,65,2,16,8,2,84
79,198,65,1,15,9,2,67
79,197,98,3,9,1,2,93
79,181,92,0,14,8,2,57
79,182,84,1,8,3,2,70
79,187,83,1,10,8,3,68
79,176,72,2,15,5,3,68
79,207,77,3,9,7,3,87
79,175,80,2,0,9,3,77
79,203,65,2,3,8,2,85
79,191,82,2,1,7,3,82
79,198,73,0,3,0,4,70
79,186,87,1,5,6,4,68
79,192,86,1,21,3,2,65
79,176,63,2,4,8,5,81
79,163,72,1,8,7,1,65
79,182,72,2,11,1,2,87
79,209,77,2,4,8,3,81
79,199,76,1,9,2,3,74
79,191,85,2,5,5,2,83
79,,75,2,0,6,3,82
79,179,94,2,21,6,3,70
79,173,64,0,16,8,3,53
79,189,108,1,11,6,2,67
79,165,102,1,6,8,2,66
79,177,97,3,17,4,3,75
79,185,95,2,5,9,1,84
79,169,78,2,8,8,1,85
79,179,90,2,3,2,3,84
79,166,77,3,4,8,3,87
79,191,73,3,4,2,4,93
79,192,88,2,18,5,1,75
79,191,62,0,19,7,3,54
79,196,96,3,15,5,1,88
79,181,94,2,21,8,4,62
79,184,67,3,21,7,1,84
79,192,85,2,4,8,3,81
79,192,71,1,4,6,3,76
79,169,68,1,10,7,3,65
79,207,80,2,9,4,1,87
79,204,61,1,13,6,4,65
79,193,105,2,5,2,2,84
79,174,65,1,2,9,1,82
79,170,87,1,14,9,4,58
79,166,75,1,21,9,3,54
79,177,63,2,11,7,2,80
79,182,67,3,13,8,2,84
79,159,77,2,18,8,1,71
79,193,82,0,6,4,2,69
79,186,73,2,4,9,4,79
79,199,78,1,3,5,3,78
79,170,76,3,1,6,3,95
79,165,71,1,13,4,2,68
79,177,82,1,1,3,3,78
79,191,67,0,17,8,2,58
79,176,84,1,10,4,1,74
79,195,71,2,1,7,4,82
79,198,72,1,16,8,3,69
79,205,77,1,11,10,5,56
79,186,75,1,13,1,2,73
79,199,75,3,8,1,3,96
79,169,90,3,1,7,2,95
79,181,69,2,20,4,2,75
79,198,62,1,20,5,3,67
79,165,86,1,14,7,1,67
79,179,93,3,0,4,3,91
79,162,112,1,20,7,2,51
79,197,89,1,13,9,2,64
79,180,82,2,21,8,2,67
79,210,62,3,0,7,1,103
79,181,81,1,0,5,1,82
79,171,71,1,18,9,1,65
79,189,78,0,4,10,3,64
79,168,85,2,0,3,1,86
79,186,67,1,9,6,2,76
79,196,96,1,16,3,2,71
79,194,109,2,16,9,4,60
79,185,85,1,3,8,4,65
79,172,73,1,1,6,3,76
79,200,89,1,9,9,4,67
79,202,78,2,9,4,1,85
79,182,79,0,7,3,3,68
79,208,67,2,21,8,4,65
79,185,74,1,16,7,3,67
79,199,71,1,16,8,3,65
79,172,68,2,19,5,1,75
79,172,80,2,3,1,3,85
79,199,65,1,3,5,3,77
79,183,99,1,22,9,2,52
79,207,83,2,13,5,2,79
79,163,77,2,0,7,2,86
79,190,63,1,3,9,4,74
79,184,90,3,11,9,2,80
79,173,66,1,0,2,2,81
79,201,88,1,14,5,5,62
79,165,74,1,4,7,1,77
79,163,87,2,16,3,2,75
79,201,76,2,3,2,4,88
79,197,65,1,19,8,2,69
79,176,70,2,1,2,2,89
79,204,73,2,21,9,3,70
79,154,61,3,14,5,2,90
79,184,92,2,11,9,2,71
79,174,83,1,14,10,3,55
79,158,78,2,15,8,4,58
79,169,83,1,1,7,3,69
79,186,75,2,22,1,1,77
79,179,81,2,18,3,4,69
79,206,85,2,3,8,1,88
79,174,75,3,14,9,4,76
79,184,74,2,6,7,3,81
79,194,86,1,19,7,1,67
79,172,67,0,7,2,1,73
79,174,88,3,2,8,2,92
79,177,109,2,4,1,3,85
79,201,76,1,1,8,3,76
79,205,70,1,10,3,3,77
79,183,69,1,12,0,2,76
79,182,88,2,0,5,3,83
79,185,67,2,11,5,1,89
79,159,78,3,0,2,2,98
79,171,68,1,1,10,2,72
79,197,96,2,8,10,3,72
79,164,92,1,6,3,3,67
79,199,76,1,13,7,3,71
79,170,75,2,11,10,1,79
79,184,89,1,18,8,1,65
79,193,62,2,3,0,2,98
79,188,71,1,16,9,3,60
79,177,66,3,1,6,3,100
79,157,102,2,5,8,1,74
79,192,85,1,17,8,1,63
79,172,89,1,21,7,5,47
79,209,75,1,14,9,2,73
79,179,71,3,19,10,3,74
79,173,68,1,12,6,2,74
79,198,101,2,16,7,1,78
79,158,89,1,22,9,3,46
79,194,66,0,8,8,2,68
79,163,78,2,22,6,2,66
79,183,81,1,16,9,2,65
79,171,98,2,18,5,4,60
79,183,64,1,5,4,2,82
79,180,88,3,1,2,2,98
79,176,112,0,0,2,2,69
79,184,93,1,3,5,2,71
79,198,71,1,0,7,3,79
79,165,82,3,17,9,1,76
79,177,64,3,2,8,2,97
79,171,93,1,6,2,2,75
79,182,107,0,18,8,3,47
79,183,84,2,21,4,1,77
79,179,64,2,5,3,2,89
79,185,111,2,10,1,2,80
79,191,62,2,5,2,1,92
79,176,90,1,6,10,3,62
79,173,65,2,15,8,2,73
79,180,77,3,20,3,1,89
79,180,79,1,19,7,3,57
79,170,64,1,7,5,2,71
79,177,94,1,0,4,3,69
79,191,64,3,10,5,3,93
79,173,83,1,12,7,2,65
79,200,99,1,16,5,3,66
79,170,100,1,8,8,2,63
79,188,71,2,10,9,2,76
79,169,79,2,17,5,2,76
79,169,73,1,10,6,3,68
79,167,81,4,0,9,4,92
79,189,63,1,22,0,3,71
79,188,85,1,14,2,1,76
79,201,78,1,21,6,3,61
79,203,73,3,11,8,2,89
79,189,85,2,21,10,1,70
79,182,65,1,18,6,2,66
79,202,96,1,6,2,2,74
79,177,68,3,9,9,4,88
79,186,92,3,22,6,3,79
79,192,86,0,0,4,2,75
79,162,82,1,12,4,2,65
79,190,82,3,0,9,2,91
79,194,85,3,17,1,3,83
79,171,80,1,6,6,3,66
79,169,74,3,4,4,3,94
79,182,64,1,17,4,2,70
79,193,69,1,16,6,2,66
79,190,80,2,21,2,3,74
79,178,94,0,0,9,1,66
79,160,62,1,9,1,2,73
79,183,62,3,15,5,2,88
79,193,73,3,0,8,3,95
79,198,87,2,3,4,3,87
79,191,75,3,17,4,2,86
79,183,68,3,12,9,2,90
79,172,79,3,0,7,4,86
79,166,97,1,18,7,2,58
79,181,71,3,10,8,3,84
79,155,64,0,11,7,2,60
79,178,83,1,8,7,3,69
79,179,96,2,11,6,2,74
79,199,106,1,17,1,2,65
79,201,68,0,0,7,3,71
79,204,86,1,10,9,3,68
79,188,89,2,13,8,1,76
79,184,63,2,20,8,3,70
79,211,61,1,11,8,2,73
79,194,104,3,1,2,1,97
79,196,87,1,5,6,2,74
79,186,87,3,5,8,1,92
79,189,94,3,19,8,4,68
79,167,70,1,10,2,3,72
79,203,77,1,14,9,5,61
79,188,64,1,4,8,1,81
79,194,72,1,1,6,2,83
79,176,69,2,3,8,1,84
79,198,70,1,0,6,3,74
79,173,78,2,9,6,2,75
79,189,94,1,19,8,1,68
79,191,76,2,20,5,1,74
79,177,86,3,5,9,1,90
79,183,69,2,2,10,3,83
79,196,92,2,10,4,3,81
79,181,84,1,13,7,3,59
79,192,83,1,3,9,4,65
79,179,109,1,19,6,2,59
79,166,100,1,9,2,3,67
79,213,92,1,1,7,2,77
79,185,82,0,14,9,2,54
79,187,65,2,17,2,1,86
79,185,95,0,1,3,3,70
79,177,84,1,15,6,3,65
79,194,74,2,6,6,2,79
79,180,61,3,12,7,5,83
79,186,79,2,3,5,3,81
79,186,67,2,0,8,1,87
79,193,100,2,5,9,3,72
79,181,101,3,16,9,2,80
79,194,62,1,15,7,2,69
79,194,72,1,8,6,3,75
79,175,72,1,11,8,1,74
79,197,70,1,6,6,3,77
79,200,84,2,8,7,5,79
79,186,86,1,21,8,4,52
79,191,111,2,15,9,3,61
79,170,83,2,18,7,3,66
79,179,88,1,13,2,4,61
79,199,74,1,1,6,1,82
79,188,64,1,12,9,2,68
79,166,80,1,7,9,3,68
79,203,67,2,22,6,2,78
79,196,62,1,10,9,3,71
79,179,79,2,5,4,3,84
79,193,75,1,19,2,3,69
79,163,79,3,13,6,1,82
79,180,75,3,4,2,3,99
79,178,92,0,20,7,2,51
79,181,82,2,0,6,4,83
79,167,96,2,6,4,2,73
79,184,74,3,1,9,1,102
79,174,71,1,19,6,1,65
79,190,70,2,14,9,2,81
79,182,92,2,7,7,3,75
79,190,84,3,5,5,1,99
79,197,69,1,6,5,2,73
79,178,86,1,16,7,4,61
79,184,88,2,12,6,1,74
79,189,92,0,16,2,3,57
79,191,84,1,14,9,2,65
79,171,63,2,5,2,4,82
79,168,72,1,20,6,1,64
79,193,71,0,9,6,3,65
79,178,90,2,21,6,1,69
79,175,66,1,2,5,2,77
79,191,90,2,10,6,3,74
79,184,67,3,9,7,3,94
79,188,71,0,9,9,2,62
79,189,102,1,14,4,1,67
79,212,67,1,17,8,3,69
79,194,86,2,17,8,2,76
79,175,73,1,20,5,1,65
79,177,90,1,18,8,2,60
79,199,84,3,7,0,2,102
79,183,72,1,0,8,3,78
79,193,90,3,1,6,4,90
79,191,64,1,7,4,1,82
79,189,93,3,11,9,1,92
79,173,73,2,7,1,2,83
79,187,86,2,1,6,3,80
79,194,87,2,0,3,3,92
79,181,94,1,4,8,2,72
79,208,80,1,19,2,3,65
79,169,61,2,1,5,3,88
79,172,76,1,4,1,3,81
79,162,87,1,22,3,3,53
79,174,75,1,9,9,2,71
79,169,67,1,14,9,2,60
79,180,92,1,22,2,4,57
79,166,76,1,0,7,3,76
79,174,79,2,14,7,2,69
79,158,75,3,8,9,2,82
79,171,68,2,4,6,2,82
79,180,73,1,1,5,1,82
79,179,88,1,7,9,4,60
79,170,83,0,21,3,3,52
79,188,88,2,10,9,3,73
79,206,87,2,3,9,2,87
79,177,92,1,18,2,2,66
79,168,68,2,10,4,2,76
79,169,75,1,21,5,4,55
79,180,66,1,3,2,4,75
79,189,89,3,5,9,1,89
79,186,82,1,9,3,2,78
79,204,77,2,2,1,3,89
79,213,99,2,22,5,2,74
79,187,92,1,14,7,2,61
79,211,90,2,4,7,2,83
79,182,77,3,15,2,2,90
79,190,71,1,0,4,1,87
79,169,95,2,12,8,3,69
79,169,67,1,22,7,3,54
79,199,80,0,5,0,2,75
79,185,71,1,21,9,3,60
79,177,84,3,12,5,2,84
79,196,69,2,17,8,2,73
79,163,86,1,7,6,2,66
79,202,89,4,2,9,3,97
79,192,92,3,14,4,2,93
79,186,75,2,3,6,3,82
79,209,85,3,12,2,2,93
79,190,93,2,22,4,3,63
79,211,97,1,7,9,4,67
79,186,94,1,2,3,2,80
79,192,76,4,0,2,1,112
79,206,106,1,0,8,3,71
79,178,93,0,22,5,4,44
79,191,60,2,9,9,2,80
79,177,79,2,2,9,2,86
79,202,61,2,7,0,3,93
79,196,72,1,22,9,4,57
79,194,70,2,15,7,3,74
79,206,88,3,9,3,2,92
79,170,70,2,12,8,3,72
79,158,66,1,19,5,2,64
79,186,88,1,5,6,3,71
79,193,69,1,7,6,2,77
79,170,70,2,4,0,1,92
79,172,88,4,10,9,3,87
79,192,64,2,11,9,2,84
79,174,77,2,5,8,2,85
79,191,96,2,6,6,4,80
79,199,76,2,19,9,2,72
79,190,73,1,16,8,1,73
79,178,72,2,14,7,3,71
